title,date,close,pct_change,label
Tesla's Plans to Expand German Factory Going Full Steam Ahead After All,2022-09-19,309.07,1.89,positive
This Student’s Side Project Will Help Decide Musk vs. Twitter,2022-09-27,282.94,2.51,positive
Tesla to keep Shanghai plant below maximum output -sources - Reuters,2022-09-27,282.94,2.51,positive
"Tesla workers' lawsuit over layoffs likely belongs in arbitration, judge says - Reuters",2022-09-27,282.94,2.51,positive
EXCLUSIVE Tesla to keep output at upgraded Shanghai plant below maximum -sources - Reuters,2022-09-27,282.94,2.51,positive
Hertz ties up with BP for EV charger installations in North America - Reuters,2022-09-27,282.94,2.51,positive
AFL-CIO requests USMCA labor complaint at Saint-Gobain glassmaker in Mexico - Reuters,2022-09-27,282.94,2.51,positive
Elon Musk deposition in Twitter fight rescheduled for first week of October,2022-09-27,282.94,2.51,positive
How to buy Tesla stock: A step-by-step guide,2022-09-27,282.94,2.51,positive
2 Stocks That Have the Power to Outrun Tesla,2022-09-27,282.94,2.51,positive
5 ETFs to Avoid in This Volatile Market,2022-09-27,282.94,2.51,positive
"Lux and refreshingly livable, Mercedes’ EQE moves EVs mainstream",2022-09-27,282.94,2.51,positive
The anatomy of an ML-powered stock picking engine,2022-09-27,282.94,2.51,positive
Tesla to keep output at upgraded Shanghai plant below maximum,2022-09-27,282.94,2.51,positive
Prototype electric airplane takes first flight,2022-09-27,282.94,2.51,positive
"2023 Mercedes-Benz EQE Sedan Review: A smaller, less expensive EQS",2022-09-27,282.94,2.51,positive
Audi Q4 E-Tron: What Would You Like to Know?,2022-09-27,282.94,2.51,positive
4 Weird Movie And TV Reboots (Slipped Past All Our Radars),2022-09-27,282.94,2.51,positive
Elon Musk Remains Exactly Correct About Patents: They’re For The Weak,2022-09-27,282.94,2.51,positive
Elon Musk wants to beat censors in Iran. What about India and China?,2022-09-27,282.94,2.51,positive
Department of Transportation approves EV charging plans for all 50 states,2022-09-27,282.94,2.51,positive
Tesla ditches ultrasonic sensors from new cars as it bets on camera-only driver assistance,2022-10-05,240.81,-3.46,negative
Musk's move to close Twitter deal leaves Tesla investors worried - Reuters,2022-10-05,240.81,-3.46,negative
Breakingviews - Musk's messy Twitter deal could have an X-factor - Reuters.com,2022-10-05,240.81,-3.46,negative
Ford hikes price of F-150 electric truck as inflation bites - Reuters,2022-10-05,240.81,-3.46,negative
"Elon Musk, Twitter have yet to reach deal to end litigation -sources - Reuters",2022-10-05,240.81,-3.46,negative
Icahn had Twitter stake worth over $500 mln before Musk's about-face - WSJ - Reuters,2022-10-05,240.81,-3.46,negative
Breakingviews - Aussie takeover saga goes from epic to farce - Reuters.com,2022-10-05,240.81,-3.46,negative
Banks financing Musk's Twitter deal face hefty losses - Reuters,2022-10-05,240.81,-3.46,negative
Explainer: What is an 'everything app' and why does Elon Musk want to make one? - Reuters,2022-10-05,240.81,-3.46,negative
"As EV sales grow, battle over U.S. road weight limits heats up - Reuters",2022-10-05,240.81,-3.46,negative
Russian cosmonaut hitching ride with SpaceX as part of next space station crew - Reuters,2022-10-05,240.81,-3.46,negative
"Twitter v Musk trial still on as neither party requested pause, judge says",2022-10-05,240.81,-3.46,negative
What Elon Musk might do with Twitter if deal to buy it goes ahead,2022-10-05,240.81,-3.46,negative
"Elon Musk says Twitter purchase will accelerate the creation of X, his long-discussed 'everything app'",2022-10-05,240.81,-3.46,negative
"Billionaire investor Carl Icahn has scored a $250 million gain on Twitter stock by calling Elon Musk's bluff, report says",2022-10-05,240.81,-3.46,negative
'Shark Tank' investor Kevin O'Leary says Twitter isn't even worth $10 billion and Elon Musk should start from scratch if he wants to make his money back,2022-10-05,240.81,-3.46,negative
Elon Musk's deal for Twitter is back on - and now short-seller Hindenburg Research is dumping all its shares in the takeover target,2022-10-05,240.81,-3.46,negative
The banks that lined up $12.5 billion in financing for Elon Musk's Twitter deal reportedly facing steep losses as appetite for riskier debt sours,2022-10-05,240.81,-3.46,negative
Ex-Twitter VP says Elon Musk is an attention seeker after the billionaire offered to buy the company for $44 billion again,2022-10-05,240.81,-3.46,negative
Twitter employees are venting on social media and in private forums about Elon Musk's agreement to buy Twitter,2022-10-05,240.81,-3.46,negative
Elon Musk likely faces a 'staggering' legal bill as high as $100 million after his failed attempt to back out of buying Twitter,2022-10-05,240.81,-3.46,negative
Elon Musk stands to be biggest loser in his Twitter deal,2022-10-05,240.81,-3.46,negative
'I'm a Little Tired of the Internet': Elon Musk Interview From Decades Ago May Hint Toward Future Leadership Plans at Twitter,2022-10-05,240.81,-3.46,negative
Automation in Pharmacy: A Key to Boost Pharmacy Work at 10X Pace,2022-10-05,240.81,-3.46,negative
"Who is Christian Walker, Senate hopeful Herschel Walker's son?",2022-10-05,240.81,-3.46,negative
So you're using a weird language,2022-10-05,240.81,-3.46,negative
How Superhuman Grows: Lessons from a $2B email startup,2022-10-05,240.81,-3.46,negative
"Twitter now lets anyone combine GIFs, videos, and images in the same tweet",2022-10-05,240.81,-3.46,negative
Trump asks supreme court to intervene in Mar-a-Lago dispute | First Thing,2022-10-05,240.81,-3.46,negative
Tesla to stop using ultrasonic sensors later this year,2022-10-05,240.81,-3.46,negative
"Elon Musk selling Tesla stocks to fund his Twitter takeover is like giving away caviar to buy $2 pizza, Wedbush's Dan Ives says",2022-10-05,240.81,-3.46,negative
The percentage of electric-vehicle owners in the US who switch back to gas is shrinking,2022-10-05,240.81,-3.46,negative
"Elon Musk says Twitter purchase will accelerate the creation of X, his long-discussed 'everything app'",2022-10-05,240.81,-3.46,negative
The banks that lined up $12.5 billion in financing for Elon Musk's Twitter deal reportedly facing steep losses as appetite for riskier debt sours,2022-10-05,240.81,-3.46,negative
"Billionaire investor Carl Icahn has scored a $250 million gain on Twitter stock by calling Elon Musk's bluff, report says",2022-10-05,240.81,-3.46,negative
"Elon Musk offered to buy Twitter again for $44 million. Here's how the site may change after he's in charge, including 'authenticating all humans.'",2022-10-05,240.81,-3.46,negative
Newly Upgraded Tesla AI Makes Fart Noise Any Time It Runs Over Child,2022-10-05,240.81,-3.46,negative
Ford Tripled Its EV Sales Despite a Dip in Total Deliveries,2022-10-05,240.81,-3.46,negative
Three reasons Washington is freaking out about Elon Musk right now,2022-10-05,240.81,-3.46,negative
Man Boobs and Raw Eggs: The Most Absurd Moments From Tucker Carlson’s Ball-Tanning Special,2022-10-05,240.81,-3.46,negative
"Elon Musk, Twitter and the mysterious X app",2022-10-05,240.81,-3.46,negative
"Elon Musk, Twitter and the mysterious X app",2022-10-05,240.81,-3.46,negative
Musk’s Twitter deal back on: What you need to know,2022-10-05,240.81,-3.46,negative
"New attack can unlock and start a Tesla Model Y in seconds, say researchers",2022-09-12,304.42,1.58,positive
No buyouts for Chevy dealers who don’t want to sell electric vehicles,2022-09-12,304.42,1.58,positive
Meta spins off PyTorch Foundation to make AI framework vendor neutral,2022-09-12,304.42,1.58,positive
"Twitter responds to Musk's letter, says it did not breach deal obligations - Reuters",2022-09-12,304.42,1.58,positive
'Disruptive' Drone-Delivery Startup Zipline Hires Former Tesla CFO,2022-09-12,304.42,1.58,positive
A Tesla executive laid out the company's next 5 years at an invite-only conference,2022-09-12,304.42,1.58,positive
Elon Musk warns the Fed could send prices spiraling downward if it hikes interest rates too sharply this month,2022-09-12,304.42,1.58,positive
GOP Rep. Chris Jacobs just violated a federal conflict of interest stock-trading law for the second time,2022-09-12,304.42,1.58,positive
"Twitter slams Elon Musk's third attempt to get out of the deal as 'illegal.' Next up, more Musk texts could be made public and the whistleblower will testify.",2022-09-12,304.42,1.58,positive
'I Have Something Much Sexier': Elon Musk's Ex-Girlfriend Is Selling Photos and Mementos From College in the '90s in an Online Auction,2022-09-12,304.42,1.58,positive
4 Strategies for Businesses to Attract and Retain Software Developers,2022-09-12,304.42,1.58,positive
The Case for Rooting for Elon Musk to Beat Twitter,2022-09-12,304.42,1.58,positive
‘Google Employees Alarmed That the Company Suddenly Expects Them to Do Work’,2022-09-12,304.42,1.58,positive
Electrify America Just Made Electric Vehicle Charging a Lot More Confusing,2022-09-12,304.42,1.58,positive
Autonomous cars may be impossible without helpful human touch,2022-09-12,304.42,1.58,positive
Best luxury SUVs of 2022 and 2023,2022-09-12,304.42,1.58,positive
"Tesla's EV Credits May Be in High Demand Now, But Their Time Is Limited",2022-09-12,304.42,1.58,positive
Kanye’s adidas & GAP Beefs Are Over: He’s Leaving Both Companies,2022-09-12,304.42,1.58,positive
How to watch Tesla’s 2022 AI Day event,2022-09-30,265.25,-1.1,negative
Bipedal robot sets 100 meter record,2022-09-30,265.25,-1.1,negative
"EXCLUSIVE Tesla output forecast shows jump in Q4, growth through 2023 -sources - Reuters",2022-09-30,265.25,-1.1,negative
Elon Musk set to showcase Tesla's humanoid robot after delay - Reuters,2022-09-30,265.25,-1.1,negative
Futures edge higher ahead of key inflation data - Reuters,2022-09-30,265.25,-1.1,negative
Maker Faire Zagreb Lights Up The Tesla Museum,2022-09-30,265.25,-1.1,negative
"Tesla AI Day 2022: Everything We Learned About Tesla Bot, Dojo and More - CNET",2022-09-30,265.25,-1.1,negative
Musk Widely Expected To Unveil Humanoid Robot Optimus at Tesla's AI Day Later Today,2022-09-30,265.25,-1.1,negative
Here's what Apple can tell us about the broader stock market and consumer spending habits – and why a sell-off may loom for retail traders.,2022-09-30,265.25,-1.1,negative
Elon Musk vs. Twitter: Here are all the juiciest private texts between Musk and his billionaire buddies discussing plans for Twitter,2022-09-30,265.25,-1.1,negative
Elon Musk Hits at Longtime Auto Rival: 'How Ironic',2022-09-30,265.25,-1.1,negative
"Elon Musk Might Not Respond to Your Texts, Even When Offering Him Billions — And Other Fascinating Moments from the Twitter Court Case Text Dump",2022-09-30,265.25,-1.1,negative
Inside Elon Musk’s Phone,2022-09-30,265.25,-1.1,negative
Private Texts Reveal World’s Rich and Famous Groveling to Elon Musk,2022-09-30,265.25,-1.1,negative
Tesla just gave us a fresh glimpse of its humanoid robot ahead of its big AI Day event. What we know so far about the Optimus project.,2022-09-30,265.25,-1.1,negative
CarMax’s huge earnings miss could mean trouble ahead for new-car market,2022-09-30,265.25,-1.1,negative
"Tesla AI Day 2022: How to Watch Elon Musk's Optimus Robot, Self Driving Car Work - CNET",2022-09-30,265.25,-1.1,negative
Watch Tesla's AI Day 2022 event at 9:15PM ET,2022-09-30,265.25,-1.1,negative
Elon Musk’s robot is going to have to work hard to impress at Tesla’s AI Day,2022-09-28,287.81,1.72,positive
"Elon Musk seeks to narrow SEC consent decree, end pre-approval of tweets - Reuters",2022-09-28,287.81,1.72,positive
Apple worsens selloff in beleaguered growth stocks - Reuters.com,2022-09-28,287.81,1.72,positive
Futures drop after report on Apple slowing iPhone production sparks selloff - Reuters,2022-09-28,287.81,1.72,positive
Toyota to start selling small electric sedan in China by year-end - sources - Reuters,2022-09-28,287.81,1.72,positive
An Elon Musk superfan made the Forbes 400 list after snapping up Tesla stock during the pandemic,2022-09-28,287.81,1.72,positive
Grimes says she couldn't afford a house in Austin without Elon Musk's help,2022-09-28,287.81,1.72,positive
Make Saving Fun Again With Yotta,2022-09-28,287.81,1.72,positive
Weather Channel's Jim Cantore hit by tree branch while covering Hurricane Ian,2022-09-28,287.81,1.72,positive
Tesla set to unveil working humanoid robot for the first time on Friday,2022-09-28,287.81,1.72,positive
This Diesel Tesla Got a YouTuber in Trouble With the EPA,2022-09-28,287.81,1.72,positive
Electric vehicle charging stations get green light across US,2022-09-28,287.81,1.72,positive
An Elon Musk superfan made the Forbes 400 list after snapping up Tesla stock during the pandemic,2022-09-28,287.81,1.72,positive
Apple Car team reforming before end of 2022 says Ming-Chi Kuo,2022-09-28,287.81,1.72,positive
Dall-E Opens Its AI Art Creation Tool to Everyone - CNET,2022-09-28,287.81,1.72,positive
Want to sneak a RAT into Windows? Buy Quantum Builder on the dark web,2022-09-28,287.81,1.72,positive
Daily Authority: Meet the Samsung Galaxy S23 and Galaxy S23 Plus!,2022-09-28,287.81,1.72,positive
Chips are the new oil. There are no reserves.,2022-09-28,287.81,1.72,positive
Our top 4 Tesla AI day predictions,2022-09-28,287.81,1.72,positive
The Polestar 3 electric SUV will debut on October 12th,2022-09-28,287.81,1.72,positive
Musk accuses SEC of unlawfully muzzling him,2022-09-28,287.81,1.72,positive
A Tesla Megapack battery is on fire at a PG&E facility in California,2022-09-20,308.73,-0.11,negative
Elon Musk faces skeptics as Tesla gets ready to unveil 'Optimus' robot - Reuters,2022-09-20,308.73,-0.11,negative
"Factbox: The challenges automakers, and now Tesla, face with humanoid robots - Reuters",2022-09-20,308.73,-0.11,negative
Musk faces skeptics prior to 'Optimus' robot debut - Reuters,2022-09-20,308.73,-0.11,negative
Twitter to depose Elon Musk in Delaware on Sept. 26-27 - Reuters,2022-09-20,308.73,-0.11,negative
Hertz plans to order up to 175000 GM electric vehicles by 2027 - Reuters,2022-09-20,308.73,-0.11,negative
Ford shares fall 10% on warning of higher inflation-related supply costs - Reuters,2022-09-20,308.73,-0.11,negative
Twitter to depose Elon Musk in takeover tug-of-war,2022-09-20,308.73,-0.11,negative
Nvidia Wants to Be the Brains of Your Self-Driving Car - CNET,2022-09-20,308.73,-0.11,negative
How to make a jet-engine-powered Tesla,2022-09-20,308.73,-0.11,negative
Meme-stocks AMC and GameStop round out the top 10 companies held by Robinhood users,2022-09-20,308.73,-0.11,negative
"Twitter is about to get its first chance to question Elon Musk under oath, and it's making a rare move in also deposing his lawyer",2022-09-20,308.73,-0.11,negative
Interested in EV? Here's a Far Better Stock to Buy Than Tesla,2022-09-20,308.73,-0.11,negative
Lucid is Looking Like a Clear EV Winner,2022-09-20,308.73,-0.11,negative
Solar Power Is Helping Some Puerto Rico Homes Avoid Hurricane Fiona Blackouts,2022-09-20,308.73,-0.11,negative
California County Tells People to Shelter In Place Because of Tesla Battery Fire,2022-09-20,308.73,-0.11,negative
Elon Musk says Tesla will unveil a project Optimus prototype robot on September 30,2022-09-20,308.73,-0.11,negative
Twitter's Legal Battle Against Musk Over $44B Deal Heats Up: What You Need to Know - CNET,2022-09-20,308.73,-0.11,negative
Electric-Powered Carts Will Increase in Popularity. We Need More Design,2022-09-20,308.73,-0.11,negative
What Is Tesla Phantom Braking? Why Is Tesla Getting Sued?,2022-09-20,308.73,-0.11,negative
20+ Nothing Phone 1 tips and tricks,2022-09-20,308.73,-0.11,negative
"Hertz to purchase 175,000 General Motors EVs over the next five years",2022-09-20,308.73,-0.11,negative
How YouTube broke up with PewDiePie (then got back together again),2022-09-06,274.42,1.56,positive
Inside Tesla's drive to keep Musk's battery promise - Reuters,2022-09-06,274.42,1.56,positive
Futures climb after recent declines on Wall Street - Reuters,2022-09-06,274.42,1.56,positive
Musk's lawyer urges judge to delay Twitter trial due to whistleblower - Reuters,2022-09-06,274.42,1.56,positive
Breakingviews - China's nuclear outlook is sunny and windy - Reuters,2022-09-06,274.42,1.56,positive
UCLA's law school is offering a class on Elon Musk and all of his lawsuits,2022-09-06,274.42,1.56,positive
"Elon Musk cited Putin speech in private texts with a banker, saying the Twitter deal wouldn't make sense 'if we're heading into World War 3'",2022-09-06,274.42,1.56,positive
SPY vs. QQQ: Which ETF Wins in 2022?,2022-09-06,274.42,1.56,positive
Elon Musk has a solution to fix NASA Artemis 1 mission - HT Tech,2022-09-06,274.42,1.56,positive
‘Benefit us all’: all-EV rideshare company aims to respect employees and the planet,2022-09-06,274.42,1.56,positive
SETI Pioneer Frank Drake Leaves a Legacy of Searching for Voices in the Void,2022-09-06,274.42,1.56,positive
Doctor Plugs Surgical Equipment Into Rivian R1T to Perform Vasectomy During Power Outage,2022-09-06,274.42,1.56,positive
It’s Get Smart With Money Day!,2022-09-06,274.42,1.56,positive
Autonomous Vehicles Were Supposed To Push Gas-Powered Cars Off The Road In The Future. Will We Ever Get There?,2022-09-06,274.42,1.56,positive
"All The Upcoming Electric Semi Trucks, Visualized",2022-09-06,274.42,1.56,positive
Elon Musk Slams ‘Rings of Power’ for ‘Jerk’ Male Characters: ‘Tolkien Is Turning in His Grave’,2022-09-06,274.42,1.56,positive
Radar Trends to Watch: September 2022,2022-09-06,274.42,1.56,positive
UK firm takes on Apple iPhone14 and Elon Musk with satellite phone,2022-09-06,274.42,1.56,positive
Tesla Wants You to Vote for New Charging Locations,2022-09-09,299.68,3.6,positive
Tesla considering lithium refinery in Texas - Reuters.com,2022-09-09,299.68,3.6,positive
German authority's probe finds 'abnormalities' in Tesla autopilot - WirtschaftsWoche - Reuters,2022-09-09,299.68,3.6,positive
China's SVOLT picks same German state as Tesla for second battery cell plant - Reuters.com,2022-09-09,299.68,3.6,positive
BMW bets on cylindrical battery cells for new class of EVs from 2025 - Reuters.com,2022-09-09,299.68,3.6,positive
Tech stocks drive gains in futures - Reuters,2022-09-09,299.68,3.6,positive
EXCLUSIVE China EV maker Leapmotor puts off $1.5 bln Hong Kong IPO -sources - Reuters.com,2022-09-09,299.68,3.6,positive
